,text,label
751,hàng cũ làm_ăn_không uy không hài_lòng,"[0, 0, 0, 0, 1, 1, 0]"
752,sản_phẩm tốt không 2 bọc tả đều quấn năng keo ngang giao chậm mấy giao tả sạch không dán băng,"[1, 0, 0, 0, 1, 0, 0]"
753,mấy hộp ship dã không hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
754,san pham dung tot giao lan toi se dung kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
755,hàng giao đúng như mô_tả giao hàng kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
756,tã thẻ cào hên trúng 20k nè mua tã không thẻ cào tã bé ok mỏng nhẹ thoáng không hâm thấm hút tốt mua tã tiki giao tận đóng_gói kỹ nhân_viên nhiệt_tình giá rẻ cửa_hàng siêu_thị hài_lòng tã quần pampers dáng 5,"[1, 1, 0, 1, 0, 1, 0]"
757,hàng hạn giao hộp cấn như hình không hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
758,"minh moi dung be nha 10,5 kg mih mua kích_thước xl mac khoang 1 tieng vết hằn vay co me nao nhu mih minh","[0, 0, 0, 1, 0, 0, 0]"
759,hàng chất_lượng tặng gấu kì hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
760,giao_hành max nhanh : ) bỉm tks kì hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
761,mấy phàn_nàn tặng 3 miếng mấy í coi không kỹ nha đủ 9m tặng chiều dọc tầng 3m mua tiki an_tâm ship nhanh canh sale mua kì hài_lòng,"[1, 1, 0, 0, 1, 0, 0]"
762,bỉm dung không tốt lam tưa lông dính da không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
763,mua hàng tiki đầu mua hàng tiêu_dùng giao hàng siêu nhanh hôm hôm hàng nvgh dễ_tính nhẹ kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
764,ta không thâm hút mat nhung hạt li_ti miếng lót dính mông không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
765,hình 4 giao y chang 2 xe taxi 2 xe ben kiểu treo đầu dê thịt chó thất hài_lòng quà tặng,"[0, 0, 0, 0, 1, 0, 0]"
766,sản_phẩm kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
767,sản_phẩm hãng quà kì hài_lòng,"[0, 0, 1, 0, 1, 0, 0]"
768,mua tả tiki mua lắm ! canh khuyến_mãi giá hàng nhanh tả chất_lượng,"[1, 1, 0, 1, 0, 0, 0]"
769,thấm hút tốt đệm mây hằn dán đệm mây hằn,"[0, 0, 0, 1, 0, 0, 0]"
770,tả êm giá hơi hihi tiền phẩm_chất_lượng,"[0, 1, 0, 1, 0, 0, 0]"
771,"hàng order hoàn_tàn không đồng_ý quảng_cáo "" nhập_khẩu đức "" hàng bình sữa made in china đồng_ý thương_hiệu lớn mỹ nhật_đức gia_công trung_quốc bỏ_qua hai bao_bì cộng hường đều tiếng trung không đức ngoại_trừ hình lá cờ đức dòng chữ germany in bé bé góc hộp không_thể tin_tưởng sản_phẩm lưu_hành thị_trường đức nhập_khẩu vn. sản_phẩm sx câu trả_lời gia_công ( oem ) chưa thương_hiệu cộng sản_xuất thất_vọng hàng không sản_phẩm an_toàn bé ko kiểm_định chất_lượng nhựa & silicon bình tháo tem sản_phẩm không đổi hàng phiền_phức viết comment mong tiki kiểm_soát thông_tin quảng_cáo chính_xác ( sản_phẩm ) đánh_đố lầm khách_hàng không hài_lòng như trường_hợp ý_định mua sản_phẩm sách tiki mặc_dù giá_cả tốt chút rủi_ro chất_lượng tiki tiếp_nhận thông_đồng_ý quảng_cáo "" nhập_khẩu đức ""","[0, 1, 0, 0, 1, 0, 0]"
772,sản_phẩm đẹp giá tiền mua mong_đợi cung kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
773,sản_phẩm_chất_lượng mua hàng tiki sẻ ủng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
774,mua hàng tiki giao hàng cực nhanh a giao hàng thân_thiện hàng chất_lượng ủng_hộ kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
775,sản_phẩm ok giá hơi kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
776,m mua yến bỉm oke hàng hãng đóng gỏi cẩn_thận không như mấy mua shop,"[1, 0, 1, 0, 0, 0, 0]"
777,không quà tặng báo_cáo tiki tiki chậm vọng suy_nghĩ kỹ quà,"[0, 0, 0, 0, 1, 0, 0]"
778,4 bỉm quà tặng xe_đạp hiện ăn dặm quà tặng xe đúng bỉm,"[0, 0, 0, 0, 1, 0, 0]"
779,trạng_thái bàn_giao vận_chuyển vận_chuyển mất mấy cty vận_chuyển chờ gom hàng đủ chuyến xe ... 1 sản_phẩm giao 1 địa_chỉ phí vận_chuyển chênh_lệch vận_chuyển oto giá cước tầu,"[0, 0, 0, 0, 0, 0, 0]"
780,hài_lòng sản kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
781,sờ cảm_giác mỏng hàng mua đại_lí ng phản_ánh như r,"[0, 0, 0, 0, 0, 0, 1]"
782,sản_phẩm mềm không khô thoáng miếng lót huggies độ dày,"[0, 0, 0, 1, 0, 0, 0]"
783,hàng chất_lượng tốt giao hàng nhanh_chóng nhân_viên nhiệt_tình ủng_hộ tiki phẩm_chất_lượng,"[1, 0, 0, 1, 0, 1, 0]"
784,mua kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
785,bỉm huggies bé sinh mua tiki yên_tâm giá_cả cạnh_tranh siêu_thị tạp_hóa giao hàng tận,"[1, 1, 0, 0, 0, 1, 0]"
786,quảng_cáo quà tặng 1 đằng tặng 1 nẻo ! tào_lao không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
787,sản_phẩm tốt mong kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
788,hàng chất kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
789,"thấm hút tốt nhen bé 7,3 kg mặc rộng đêm khô_ráo kì hài_lòng","[0, 0, 0, 1, 0, 0, 0]"
790,bữa loay_hoay sữa m đi hỏi_thăm bạn_bè đa_phần khen similac sữa thông_minh mát như sữa mẹ hy_vọng hợp sữa đỡ lo shop giao nhanh hàng hãng ủng_hộ hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
791,giao hàng nhanh kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
792,mua số_lượng cụ tã quần_caryn số_lượng vui_lòng liên_hệ limited số_lượng mất cám hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
793,không quà tặng đi cung shop đăng tặng kèm bình,"[0, 0, 0, 0, 1, 0, 0]"
794,giao hàng chậm mãi không hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
795,sản_phẩm ok giao hàng nhanh tiki tuyệt kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
796,dung cung,"[0, 0, 0, 0, 0, 0, 0]"
797,sản_phẩm dete đóng_gói chắc_chắn hợp sữa mùi thơm dễ_chịu nhân_viên giao hàng thân_thiện ủng_hộ sữa sản_phẩm,"[1, 0, 0, 1, 0, 1, 0]"
798,san pham_dong goi rat can than tang bo bong mau hong de thuong hạn moi tinh gia hop ly 705 kì hài_lòng,"[1, 1, 0, 0, 1, 0, 0]"
799,hang oke se_ung ho,"[0, 0, 0, 0, 0, 0, 0]"
800,giao hàng nhanh hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
801,sản_phẩm như giới_thiệu đóng_gói cẩn_thận giao hàng nhanh shop kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
802,shop giao nhanh tã merries_chất kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
803,bỉm nhật bé trai thấm hút tốt không,"[0, 0, 0, 1, 0, 1, 0]"
804,tiki giao hàng nhanh dịch_covid không mất phí vận_chuyển sản_phẩm mua,"[1, 0, 0, 0, 0, 0, 0]"
805,giao hàng nhanh sản_phẩm_chất chất_lượng bé 1 ưng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
806,tã mềm màu hồng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
807,giao hàng nhanh đóng_gói cẩn_thận kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
808,hài_lòng dịch_vụ tiki hàng bỉm moony,"[0, 0, 0, 1, 1, 0, 0]"
809,lắm tiki đợt giảm_giá tranh_thủ mua tiki giao hàng nhanh hôm 2 - 3 hôm hàng hôm giao hàng báo hàng yêu sản_phẩm pampers,"[1, 1, 0, 0, 0, 0, 0]"
810,hài_lòng sp chất_lượng giá_cả hợp kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
811,hàng giao trể 4 sản_phẩm kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
812,sản_phẩm đẹp hài_lòng sản kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
813,ok 5 thời hạng kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
814,hàng nhung không quà shop,"[0, 0, 0, 0, 1, 0, 0]"
815,lọ lớn lắm không vị thơm ngon nguyên_liệu tốt không hihi cảm_quan ổn kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
816,tã mềm thấm hút tốt rộng_rãi tiki giao nhanh chiều m không đăng_kí vụ tốt,"[1, 0, 0, 1, 0, 0, 0]"
817,sản_phẩm đẹp,"[0, 0, 0, 1, 0, 0, 0]"
818,giá rẻ sản_phẩm_chất_lượng kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
819,tã mỏng mịn bé tè sờ bề mặc tã ẩm bé,"[0, 0, 0, 1, 0, 1, 0]"
820,quà đẹp tks kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
821,bỉm tốt lắm mua mẹ kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
822,sản_phẩm kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
823,tiki giao hàng kì_vậy 2 date dám tin_tưởng mua hàng tui câu trã kì hài_lòng,"[0, 0, 0, 0, 0, 1, 0]"
824,tã êm hộ túi kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
825,hàng đầy_đủ cực đẹp kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
826,giao hàng đầy_đủ song sữa hạn ngắn sx 5 - 2018 hạn 5 - 2020 4 hạn kì hài_lòng,"[0, 0, 0, 0, 1, 1, 0]"
827,hàng giao nhanh cực sản_phẩm tốt kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
828,mua 4 kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
829,kh da nhạy_cảm ngứa rát 10p kem màu trắng bôi màu_da trông mất tự_nhiên loang hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
830,tốt toàn tã bé tiki giá tốt giao hàng combo 3,"[1, 1, 0, 0, 0, 0, 0]"
831,hàng giao ô chính_xác oke kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
832,dòng tã pamper ưng_ý giá tiền mẫu cũ không chênh lêch tã tã vừa_vặn ôm khít thấm hút kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
833,bình không nhiệt bao,"[0, 0, 0, 0, 0, 0, 1]"
834,tã thấm hút tốt bé mặc vận không hâm shipe giao hàng nhiệt_tình tiki giao hàng,"[1, 0, 0, 1, 0, 1, 0]"
835,tã thích_hợp ban_ngày 3 - 4 tiếng nặng_trĩu mua bé ban_ngày đêm loại không lo kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
836,sản_phẩm tốt giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
837,chiếu tốt hình không đẹp lắm chất_liệu ok sờ trơn mát quà tặng kèm như hình tốt_lòng,"[0, 0, 0, 0, 0, 0, 0]"
838,giá giá tã tán mua tã quần mặc tiện mặc mềm_mại mặc bé không xiết siêu mền,"[0, 1, 0, 1, 0, 0, 0]"
839,tả okk giá tốt kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
840,đẹp chất_lượng ủng_hộ kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
841,lừa 1 trắng_trợn đi giao không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
842,bao y chang hình chất_liệu tốt vẻ bền kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
843,có_lẽ dòng bỉm bỉm huggies ưng_ý kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
844,balo đẹp xứng_đáng đồng_tiền ngăn tiện_lợi mẹ bỉm sữa đi chích ngừa khám bệnh đi yêu chất vải dày_dặn đẹp quai_xách hơi xách kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
845,2 quà khuyến_mãi món đầu xe 3 bánh bọ sắt gắn 2 bánh_xe lèo xếp bệnh_viện ghi 60 món hét mấy miếng to quà khuyến_mãi như đánh_đố không tâm quà,"[0, 0, 0, 0, 1, 0, 0]"
846,chất_lượng dở hàng mua màu_sắc giao không đúng giá tương khuyến_mãi giá khăn bé,"[0, 0, 0, 0, 0, 0, 0]"
847,hàng gãy mất 1 chốt mong tiki đổi hàng không hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
848,mua 2 gọi cuc dai kích_thước l 54 không co tang gi không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
849,sản_phẩm tốt tiki giao hàng siêu kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
850,sản_phẩm_chất_lượng đóng_gói cẩn_thận đẹp_mắt giá_cả giao hàng nhanh mua hàng kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
851,sản_phẩm hình rẻ chất_lượng tương,"[0, 1, 0, 1, 0, 0, 0]"
852,bỉm kém loại cũ rộng thấm hút ít ngấm bỉm dồn đụng thẩm trào ngược ướt bẹn,"[0, 0, 0, 1, 0, 0, 0]"
853,sản_phẩm không goon slim giá bù hàng quà tặng chất_lượng goon thông_tin quà tặng tiki chạy chương_trình không đủ quà tặng nhận_xét không hài_lòng tiki không đăng không lắm nha sản_phẩm mua chất_lượng kém nha tặng đẹp,"[0, 1, 0, 0, 1, 0, 0]"
854,hài_lòng giao hàng nhanh vô_địch tối hôm_qua giao ghê mua tả tiki yên_tâm hạn,"[1, 1, 0, 0, 0, 0, 0]"
855,minh mua san phẩm fiso gold 2 _4 tuoi 1500g ma chua nhan hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
856,hàng gói đẹp chất_lượng thấm hút không tốt lắm bé tiểu_chừng 2 tã không thấm hút nhìu,"[1, 0, 0, 1, 0, 0, 0]"
857,bỉm dung đóng trv không hăm giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
858,hàng đẹp mong_đợi kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
859,đệm ok mua bịch lớn giá_thành shop kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
860,hàng chất_lượng lắm kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
861,moony goon pamper ưng bỉm mỏng thấm tốt bé ban_ngày giá_thành rẻ thay bỉm ban_ngày thường_xuyên mua 2 chục bịch bỉm bé mua hộ oke,"[0, 1, 0, 1, 0, 0, 0]"
862,sữa hàng tặng như mô_tả giao hàng nhanh_chóng lon sữa hơi móp méo mua sữa không vận_chuyển lon sữa móp ok thái_độ nhân_viên,"[1, 0, 0, 0, 1, 0, 0]"
863,hài_lòng giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
864,mua giá deal voucher kì hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
865,sản_phẩm giao nhanh giá tốt chất_lượng đợi phản_kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
866,giao đúng loại hàng đúng mẫu_mã đúng size giao hàng cực nhanh hôm_qua hôm_nay kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
867,tã mùi hơi hắc đệm lưng mềm_lòng,"[0, 0, 0, 1, 0, 0, 0]"
868,mua hug tiki lắm sản_phẩm hạn rẻ tạp_hóa lớn hài kì hài_lòng,"[0, 1, 0, 1, 0, 1, 0]"
869,hộp hơi méo 1 xíu hà_mã xinh chăn bụng kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
870,thất_vọng om sữa 1 tuần giao hàng hàng không lót sữa méo_mó tùm_lum không giao om sữa 1 tuần trời hỏng sữa không hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
871,giao hàng rẻ mua huggies,"[1, 1, 0, 1, 0, 0, 0]"
872,giao hàng nhanh_chóng đóng_gói cẩn,"[1, 0, 0, 0, 0, 0, 0]"
873,giá rẻ đóng_gói cẩn_thận hạn ủng kì hài_lòng,"[1, 1, 0, 0, 0, 1, 0]"
874,hàng tốt giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
875,hài_lòng sản_phẩm tốt săn giá mềm mua cửa kì hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
876,sản_phẩm tuyệt kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
877,khăn mềm mịn kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
878,cực_kì hài kì hài kì hài kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
879,giao hàng 4.5,"[0, 0, 0, 0, 0, 0, 1]"
880,ok giao hàng nhanh hàng đúng mô_tả kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
881,rẻ giá mua cửa_hàng kì hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
882,hàng hạn không không hài_lòng,"[0, 0, 0, 0, 0, 1, 0]"
883,tã thấm hút kém giá rẻ dubgf đầu bé đỡ tốn_kém bé xì_xoẹt hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
884,đóng_gói chắc_chắn sản_phẩm_chất_lượng giá_cả hợp tốt,"[1, 1, 0, 1, 0, 0, 0]"
885,huggie gửi tn bảo mua 3 gói đại tặng ngựa mua 3 gói không tặng shiper giao hàng không hết_sức tội_nghiệp a shiper dằm mưa giao hàng suy_nghĩ_lại ủng_hộ tiếp không trung_thực,"[0, 0, 0, 0, 1, 0, 0]"
886,sữa thơm uống bé uống đầu mua hộp 40 gam bé hợp_tác vui mua bé uống sữa care 100 + giới_thiệu kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
887,sp oke ah giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
888,nan,"[0, 0, 0, 0, 0, 0, 0]"
889,sản_phẩm nguyên_vẹn sản_xuất giá kì hài_lòng,"[0, 1, 0, 0, 0, 1, 0]"
890,hàng không tâm bỉm trẻ_con bao_bì rách bực bì rách,"[0, 0, 0, 0, 1, 1, 0]"
891,sữa ok quà đàn hư lắp pin không nhạc giao hàng nhanh ko hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
892,cực_kì nhanh_chóng hài_lòng tặng 8 miếng kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
893,mua lô hàng khuyến_mãi giá_cả hợp_lý tã,"[0, 1, 0, 1, 0, 0, 0]"
894,shop giao hàng nhanh goi hàng kĩ kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
895,sản_phẩm tốt tiện_dụng mua hàng phẩm tốt,"[0, 0, 0, 1, 0, 0, 0]"
896,sản_phẩm_chất_lượng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 1]"
897,quà tặng xinh sản_phẩm kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
898,oke giao hàng phẩm tốt như mua siêu,"[1, 0, 0, 1, 0, 0, 0]"
899,san pham tot giao hàng nhanh gia sale nen re hãng khac kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
900,mua hàng tiki 6 đa_số sản_phẩm bé hôm_nay bịch bỉm rớt miệng bỉm đóng bột_giặt xả vải xả tràn hộp bỉm trầy nhàu như hàng oke nc xả nhân_viên đóng hàng không cẩn_thận phản_ánh tiki tốt bỉm như không dám gọi điện mãi không đc phản_hồi tiki vọng,"[1, 0, 0, 1, 1, 0, 0]"
901,tặng khăn ướt kích_thước hơi ok,"[0, 0, 0, 0, 1, 0, 0]"
902,giao hàng nhanh đóng_gói cẩn_thận tả bobby loại lưng hút mồ_hôi thoáng bé vận_động thoải kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
903,tã mỏng mặc ban_ngày bé tè 1 thay hao mỏng đc mông bé không ẩm_ướt khó_chịu thấm hút tạm đc không tốt goon,"[0, 0, 0, 1, 0, 1, 0]"
904,mua xong kiểm_tra mã_vạch mong tiki một lời_giải không hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
905,bao_bì cũ rách 1 đường đáy như mấy miếng tã chỗ rách dơ miếng tã mềm form rộng_rãi mùi khó_chịu như mùi cà_ri bì rách,"[0, 0, 0, 1, 0, 1, 0]"
906,hàng chắc_chắn nhựa cứng_cáp ủng_hộ giao hàng,"[0, 0, 0, 0, 0, 0, 0]"
907,sản_phẩm kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
908,minh cam thay xai duoc gia ca cung re re ma xai duoc nha_chu khong phai re la kg xai duoc oke lắm,"[0, 1, 0, 1, 0, 0, 0]"
909,giao hàng nhanh tã thùng không rách vận_chuyển moony pampers loại dáng ưng giá rẻ bé đêm kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
910,giao hàng nhanh tả mềm kích_thước hơi loại tả,"[1, 0, 0, 1, 0, 0, 0]"
911,san phẩm dung da bé khô thoáng ủng_hộ kiti,"[0, 0, 0, 1, 0, 0, 0]"
912,giao hàng nhanh đợt bao_bì xấu bẩn hài_lòng không hài_lòng hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
913,sản phầm 5 phục_vụ tiki 2 đơn hàng giao nhanh 2h - - -> giao hàng chuẩn như cam_kết chưa ổn : - 2 hang giao nhanh đăc hàng giao nhanh bụi bẩn 3 lon enfa móp méo 2 lon nắp bụi - hai chương_trình khuyến_mại : mua 1 lon tặng gối 3 lon tặng bàn học ( tiki ghi quà ... ) chưa hợp_lý quà không tiki cài hệ_thống báo khách_hàng thông_báo kiểu không lầm định 1 lon cố 3 lon chương_trình hàng hơi thất_trình khuyến_mại không rõ_ràng,"[1, 0, 0, 1, 1, 0, 0]"
914,mua sản_phẩm giá_cả rẻ 1 bỉm tốt mềm thấm hút nhanh da khô thoáng an_tâm sản_phẩm tin_tưởng mua hàng tốt,"[0, 1, 0, 1, 0, 0, 0]"
915,giao hàng màu hồng màu xanh đổi đúng màu hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
916,hàng mua chưa chưa chất_lượng hãng yên_tâm kì hài_lòng,"[0, 0, 1, 0, 0, 0, 0]"
917,giao hàng nhanh bỉm pamper mỏng hẳn nhẹ hẳn dòng bỉm bé đi thấm kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
918,thoáng nhẹ mua kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
919,giao hàng đúng mẫu bình đẹp không độ nóng,"[0, 0, 0, 0, 0, 0, 0]"
920,tã thấm hút tốt siêu mềm mịn bé kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
921,mua thử tốt mua tiếp túi,"[0, 1, 0, 1, 0, 0, 0]"
922,gấp mua nhanh tiki đúng tã siêu_thị mỏng_manh lạ_lùng không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
923,sp đóng_gói thành hợp_lý kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
924,mua sản_phẩm tiki đúng đợt khuyến_mại giá chất_lượng ổn nhân_viên giao hàng tiki đúng mua sản_phẩm tiki đầu hơi lo_ngại chất_lượng sản_phẩm phục_vụ tiki hài_lượng,"[1, 1, 0, 1, 1, 0, 0]"
925,thấm hút tốt hơi dày 1 kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
926,bao_bì dơ hạn cũ không hài_lòng sản_phẩm mặc_dù tiki thu_hồi đổi 1 không hài_lòng,"[0, 0, 0, 0, 0, 1, 0]"
927,chưa đóng_gói đẹp giao hàng nhanh hài kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
928,balo đẹp chắc_chắn giá tiền,"[0, 0, 0, 0, 0, 0, 0]"
929,sp như mô kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
930,2 bịch bỉm đóng thùng ! không kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
931,mua bé giá_cả đóng_gói cẩn_thận giao hàng,"[1, 1, 0, 0, 0, 0, 0]"
932,bé_nhỏ 8kg kích_thước m 6 lun rẻ quà thấm hút tốt kì hài_lòng,"[0, 1, 0, 1, 1, 0, 0]"
933,sản_phẩm thấm hút cực kém rộng kích_thước loại mua huggi không dám mua bỉm tiki không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
934,sản_phẩm nguyên hạn bé kì hài_lòng,"[0, 0, 0, 1, 0, 1, 0]"
935,tã ok giá mềm kích_thước to hãng kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
936,giao hàng nhanh đóng_gói chắc_chắn kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
937,chất_lượng uy_tín oke kì hài_lòng,"[0, 0, 1, 1, 0, 0, 0]"
938,tã chất_lượng giá tốt mua nha kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
939,tã hơi mùi hàng mua,"[0, 0, 0, 1, 0, 0, 0]"
940,bé mặc y bình_thường bé mặc kích_thước xxl xl meries mặc êm khô thoáng nhanh thấm hút tốt,"[0, 0, 0, 1, 0, 0, 0]"
941,sp tốt hộp sữa kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
942,dong goi san pham_dep sua hạn kì hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
943,tã jo mỏng nhẹ oke form mông không đẹp xẹp_lép méo,"[0, 0, 0, 1, 0, 0, 0]"
944,hạn mới_toanh gói cẩn_thận giao hàng nhanh loại mua 1 êm mẫu kì hài_lòng,"[1, 0, 0, 1, 0, 1, 0]"
945,sản_phẩm,"[0, 0, 0, 0, 0, 0, 1]"
946,hàng_hóa méo hộp vỏ nắp hộp nhăn_nheo không chất_lượng đúng chuẩn enfa ko ? hàng tặng không hình méo,"[1, 0, 1, 0, 1, 0, 0]"
947,hàng chất_lượng lắm shop giao hàng đóng_thùng giúp 3 bịch shop bọc túi ni lông trông không đẹp kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
948,tả quần nhẹ mềm bé mặc thoải_mái loại tả không tả quần kích_thước xxxl,"[0, 0, 0, 1, 0, 0, 0]"
949,sản_phẩm tốt thấm hút tốt gọn_nhẹ chất_lượng vời,"[0, 0, 0, 1, 0, 0, 0]"
950,ok tốt giao hàng nhanh đóng_gói cẩn kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
951,ưng_ý hàng tốt quà tặng giảm_giá 5 kì hài_lòng,"[0, 1, 0, 1, 1, 0, 0]"
952,mua chưa chưa tiki 5 giao hàng sản_phẩm ghi tặng 1 gối ôm không kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
953,tã quần_huggies dry gói cực_đại xl62 ( 62 miếng ) trừ bao_bì thương_hiệu : huggies ok khuyên quần_huggies dry gói cực_đại xl62 ( 62 miếng ) trừ bao_bì,"[0, 0, 0, 0, 0, 0, 0]"
